study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	col_tax_id	col_scientific_name	reference_alignment
PRJEB2870	ERP001198	SAMEA1324569	ERS092844	ERX110884	ERR134866	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134866/ERR134866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134866/ERR134866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134866/ERR134866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134866/ERR134866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#87.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#87.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324554	ERS092845	ERX110885	ERR134867	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134867/ERR134867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134867/ERR134867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134867/ERR134867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134867/ERR134867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#88.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#88.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324603	ERS092846	ERX110886	ERR134868	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134868/ERR134868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134868/ERR134868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134868/ERR134868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134868/ERR134868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#89.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#89.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324599	ERS092847	ERX110887	ERR134869	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134869/ERR134869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134869/ERR134869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134869/ERR134869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134869/ERR134869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#90.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#90.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324580	ERS092848	ERX110888	ERR134870	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134870/ERR134870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134870/ERR134870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134870/ERR134870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134870/ERR134870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#91.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#91.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324632	ERS092849	ERX110889	ERR134871	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134871/ERR134871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134871/ERR134871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134871/ERR134871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134871/ERR134871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#92.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#92.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324533	ERS092850	ERX110890	ERR134872	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134872/ERR134872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134872/ERR134872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134872/ERR134872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134872/ERR134872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#93.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#93.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324550	ERS092851	ERX110891	ERR134873	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134873/ERR134873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134873/ERR134873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134873/ERR134873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134873/ERR134873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#94.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#94.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324548	ERS092852	ERX110892	ERR134874	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134874/ERR134874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134874/ERR134874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134874/ERR134874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134874/ERR134874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#95.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#95.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324566	ERS092853	ERX110893	ERR134875	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134875/ERR134875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134875/ERR134875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134875/ERR134875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134875/ERR134875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#96.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#96.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466463	ERS092854	ERX113924	ERR137906	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137906/ERR137906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137906/ERR137906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137906/ERR137906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137906/ERR137906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#1.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#1.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466469	ERS092855	ERX113925	ERR137907	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137907/ERR137907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137907/ERR137907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137907/ERR137907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137907/ERR137907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#2.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#2.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466478	ERS092856	ERX113926	ERR137908	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137908/ERR137908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137908/ERR137908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137908/ERR137908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137908/ERR137908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#3.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#3.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466487	ERS092857	ERX113927	ERR137909	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137909/ERR137909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137909/ERR137909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137909/ERR137909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137909/ERR137909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#4.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#4.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466484	ERS092858	ERX113928	ERR137910	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137910/ERR137910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137910/ERR137910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137910/ERR137910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137910/ERR137910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#5.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#5.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466496	ERS092859	ERX113929	ERR137911	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137911/ERR137911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137911/ERR137911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137911/ERR137911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137911/ERR137911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#6.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#6.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466506	ERS092860	ERX113930	ERR137912	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137912/ERR137912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137912/ERR137912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137912/ERR137912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137912/ERR137912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#7.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#7.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466530	ERS092861	ERX113931	ERR137913	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137913/ERR137913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137913/ERR137913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137913/ERR137913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137913/ERR137913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#8.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#8.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466521	ERS092862	ERX113932	ERR137914	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137914/ERR137914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137914/ERR137914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137914/ERR137914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137914/ERR137914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#9.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#9.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466524	ERS092863	ERX113933	ERR137915	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137915/ERR137915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137915/ERR137915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137915/ERR137915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137915/ERR137915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#10.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#10.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466542	ERS092864	ERX113934	ERR137916	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137916/ERR137916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137916/ERR137916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137916/ERR137916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137916/ERR137916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#11.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#11.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466537	ERS092865	ERX113935	ERR137917	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137917/ERR137917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137917/ERR137917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137917/ERR137917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137917/ERR137917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#12.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#12.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466456	ERS092866	ERX113936	ERR137918	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137918/ERR137918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137918/ERR137918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137918/ERR137918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137918/ERR137918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#13.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#13.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466460	ERS092867	ERX113937	ERR137919	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137919/ERR137919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137919/ERR137919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137919/ERR137919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137919/ERR137919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#14.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#14.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466451	ERS092868	ERX113938	ERR137920	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137920/ERR137920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137920/ERR137920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137920/ERR137920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137920/ERR137920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#15.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#15.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466448	ERS092869	ERX113939	ERR137921	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137921/ERR137921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137921/ERR137921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137921/ERR137921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137921/ERR137921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#16.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#16.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466472	ERS092870	ERX113940	ERR137922	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137922/ERR137922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137922/ERR137922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137922/ERR137922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137922/ERR137922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#17.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#17.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466471	ERS092871	ERX113941	ERR137923	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137923/ERR137923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137923/ERR137923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137923/ERR137923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137923/ERR137923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#18.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#18.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466465	ERS092872	ERX113942	ERR137924	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137924/ERR137924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137924/ERR137924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137924/ERR137924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137924/ERR137924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#19.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#19.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466512	ERS092873	ERX113943	ERR137925	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137925/ERR137925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137925/ERR137925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137925/ERR137925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137925/ERR137925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#20.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#20.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466515	ERS092874	ERX113944	ERR137926	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137926/ERR137926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137926/ERR137926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137926/ERR137926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137926/ERR137926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#21.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#21.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466507	ERS092875	ERX113945	ERR137927	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137927/ERR137927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137927/ERR137927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137927/ERR137927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137927/ERR137927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#22.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#22.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466504	ERS092876	ERX113946	ERR137928	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137928/ERR137928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137928/ERR137928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137928/ERR137928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137928/ERR137928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#23.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#23.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466489	ERS092877	ERX113947	ERR137929	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137929/ERR137929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137929/ERR137929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137929/ERR137929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137929/ERR137929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#24.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#24.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466540	ERS092878	ERX113948	ERR137930	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137930/ERR137930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137930/ERR137930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137930/ERR137930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137930/ERR137930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#25.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#25.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466535	ERS092879	ERX113949	ERR137931	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137931/ERR137931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137931/ERR137931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137931/ERR137931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/ERR137931/ERR137931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#26.bam	ftp.sra.ebi.ac.uk/vol1/ERA137/ERA137406/bam/7790_7#26.bam	6302616	Staphylococcus aureus	N
